DATA_OWNER,COUNTRY,LOCATION_NAME,REGION,AREA,AREA_NAME,ABC_SITE,TOP_TIER_SITE,SITE_PARENT_ID,SITE_PARENT_NAME,GEO_WATERBODY,SITE_ID,SITE_NAME,SHREVE_LINK_NO,DS_SHREVE_LINK_NO,ALTITUDE_M,CATCHMENT_AREA_US_KM2,DISTANCE_TO_SOURCE_KM,DISTANCE_TO_TIDAL_LIMIT_KM,SURVEY_ID,EVENT_DATE,EVENT_DATE_YEAR,SURVEY_RANKED_NGR,SURVEY_RANKED_EASTING,SURVEY_RANKED_NORTHING,SURVEY_LENGTH,SURVEY_WIDTH,SURVEY_AREA,FISHED_WIDTH,FISHED_AREA,SURVEY_METHOD,SURVEY_STRATEGY,NO_OF_RUNS,SURVEY_SPECIES_ID,SPECIES_ID,SPECIES_NAME,LATIN_NAME,AGE_BAND,RUN_1,RUN_2,RUN_3,RUN_4,RUN_5,RUN_6,ALL_RUNS,SPCSNO,SPCSNO_SE,SPCSPV,SPCSPV_SE,SURVEY_STATUS,IS_THIRD_PARTY,IS_SPECIES_SELECTIVE,SURVEY_INSERT_DATE
Environment Agency,England,North West North (North),North West,North,Cumbria and Lancashire,"BORDER ESK/RIVER LYNE/BLACK LYNE/BAILEY WATER/2227.00 BAILEY MILL, BAILEY WATER/",Border Esk,21814,Bailey Water,GB102077074280,21815,"2227.00 Bailey Mill, Bailey Water",18,46,122.00,24.84,8.693,37.613,101148,19-07-2006,2006,NY5157378438,351573,578438,45.00,4.20,189,4.20,189,DC ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,369142,111,Brown / sea trout,Salmo trutta,Age?,0,,,,,,0,,,,,Completed,No,No,07-09-2006 11:53:32
Environment Agency,England,North West North (North),North West,North,Cumbria and Lancashire,"BORDER ESK/RIVER LYNE/BLACK LYNE/BAILEY WATER/2227.00 BAILEY MILL, BAILEY WATER/",Border Esk,21814,Bailey Water,GB102077074280,21815,"2227.00 Bailey Mill, Bailey Water",18,46,122.00,24.84,8.693,37.613,101148,19-07-2006,2006,NY5157378438,351573,578438,45.00,4.20,189,4.20,189,DC ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,369141,118,Atlantic salmon,Salmo salar,1+,17,,,,,,17,,,,,Completed,No,No,07-09-2006 11:53:32
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,MENALHYL/REDBARN/,Menalhyl,15986,Menalhyl,GB108049000070,19268,Redbarn,7,9,66.00,15.09,5.492,9.683,99723,13-06-2006,2006,SW9232063750,192320,63750,51.90,4.60,239,4.60,239,PDC ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,361180,111,Brown / sea trout,Salmo trutta,1+,23,,,,,,23,,,,,Completed,No,No,26-06-2006 10:57:53
Environment Agency,England,North West North (Central),North West,North,Cumbria and Lancashire,RIVER RIBBLE/LONG PRESTON BECK/BOOKIL GILL BECK- SITE 255/,River Ribble,7558,Long Preston Beck,GB112071065600,32034,Bookil Gill Beck- Site 255,2,13,221.00,2.42,4.171,88.858,116527,21-10-2008,2008,SD8458359640,384583,459640,39.00,2.26,88,2.26,88,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,440561,118,Atlantic salmon,Salmo salar,0+,0,0,0,,,,0,0,0,0,0,Completed,No,No,11-12-2008 14:22:50
Environment Agency,England,South West Wessex (South - Blandford),South West,Wessex,Wessex,AVON (HAMPSHIRE)/MAIN AVON SITES/AMESBURY ABBEY WEIR/,Avon (Hampshire),13528,Main Avon Sites,GB108043022350,13269,Amesbury Abbey Weir,,,,,,,116242,18-09-2008,2008,SU1511841286,415118,141286,0.00,0.00,0,0.00,0,PDC ELECTRIC FISHING,CATCH PUE/T SAMPLE,1,439319,154,Grayling,Thymallus thymallus,1+,0,,,,,,0,,,,,Completed,No,No,02-12-2008 11:12:41
Environment Agency,England,North West North (North),North West,North,Cumbria and Lancashire,"RIVER DERWENT/RIVER COCKER/1609.80 HIGH ROGERSCALE, RIVER COCKER/",River Derwent,5055,River Cocker,GB112075070400,11304,"1609.80 High Rogerscale, River Cocker",116,117,65.00,103.95,19.300,26.208,120727,28-09-2009,2009,NY1473626608,314736,526608,30.00,14.30,429,9.50,285,DC ELECTRIC FISHING,CATCH DEPLETION SAMPLE (PART WIDTH),2,460520,118,Atlantic salmon,Salmo salar,>1+,0,0,,,,,0,0,0,0,0,Completed,No,No,08-12-2009 14:42:47
Environment Agency,England,Anglian Northern (Kettering),Anglian,Northern,Lincolnshire and Northamptonshire,NENE CATCHMENT/WILLOW BROOK/WOODNEWTON/,Nene Catchment,7671,Willow Brook,GB105032050290,6148,Woodnewton,11,402,25.00,89.42,31.903,82.932,119992,27-10-2009,2009,TL0390093900,503900,293900,150.00,5.00,750,5.00,750,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,2,457160,111,Brown / sea trout,Salmo trutta,0+,0,0,,,,,0,0,0,0,0,Completed,No,No,09-11-2009 11:07:30
Environment Agency,England,North East Yorkshire,Yorkshire and North East,Yorkshire,Yorkshire,RIVER CALDER CATCHMENT/RIVER CALDER TRIBS/ALCOMDEN WATER/ALCOMDEN WATER (DROUGHT SITE 2)/,River Calder catchment,11953,Alcomden Water,GB104027062850,11954,Alcomden Water (Drought Site 2),28,59,257.00,10.51,5.816,170.821,120432,28-08-2009,2009,SD9557932100,395579,432100,50.00,3.10,155,3.10,155,DC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,459015,111,Brown / sea trout,Salmo trutta,>1+,0,0,0,,,,0,0,0,0,0,Completed,No,No,25-11-2009 14:57:27
Environment Agency,England,Anglian Eastern (Kelvedon),Anglian,Eastern,Essex Norfolk and Suffolk,DEBEN CATCHMENT/TIDAL DEBEN SUB CATCHMENT/BUCKLESHAM MILL RIVER/DAIRY FARM (MILL RIVER)/,Deben Catchment,13,Bucklesham Mill River,GB105035040280,53,Dairy Farm (Mill River),3,4,5.00,22.73,5.775,12.409,121727,24-05-2010,2010,TM2500243202,625002,243202,200.00,1.00,200,1.00,200,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,466250,111,Brown / sea trout,Salmo trutta,Age?,14,6,6,,,,26,30,5,0,0,Completed,No,No,28-05-2010 14:19:33
Environment Agency,England,North West North (North),North West,North,Cumbria and Lancashire,RIVER LEVEN/TROUTBECK/348.00 TROUTBECK BRIDGE/,River Leven,5546,Troutbeck,GB112073071130,5558,348.00 Troutbeck Bridge,64,65,67.00,25.14,11.191,31.832,120446,18-09-2009,2009,NY4041600666,340416,500666,50.00,10.10,505,10.10,505,DC ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,459095,111,Brown / sea trout,Salmo trutta,>1+,1,,,,,,1,,,,,Completed,No,No,26-11-2009 10:13:48
Environment Agency,England,North West South,North West,South,Greater Manchester Merseyside and Cheshire,MERSEY/RIVER GOYT/RIVER SETT/SE01/,Mersey,6431,River Sett,GB112069060970,6432,SE01,11,11,227.00,6.41,4.587,92.285,121515,10-05-2010,2010,SK0515786746,405157,386746,40.00,4.30,172,4.30,172,ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,464704,111,Brown / sea trout,Salmo trutta,>1+,10,1,0,,,,11,11,0,1,0,Completed,No,No,13-05-2010 17:53:56
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,FOWEY/ST NEOT/PENGELLY/,Fowey,8416,St Neot,GB108048007640,12211,Pengelly,12,42,71.00,24.40,13.315,26.630,120899,01-09-1977,1977,SX1850065600,218500,65600,35.00,4.83,169,4.83,169,ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,461275,111,Brown / sea trout,Salmo trutta,0+,13,20,13,,,,46,105,78,0,0,Completed,No,No,22-12-2009 14:39:48
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,FOWEY/ST NEOT/PENGELLY/,Fowey,8416,St Neot,GB108048007640,12211,Pengelly,12,42,71.00,24.40,13.315,26.630,120899,01-09-1977,1977,SX1850065600,218500,65600,35.00,4.83,169,4.83,169,ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,461275,111,Brown / sea trout,Salmo trutta,Age?,79,6,2,,,,87,87,0,1,0,Completed,No,No,22-12-2009 14:39:48
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,FOWEY/ST NEOT/PENGELLY/,Fowey,8416,St Neot,GB108048007640,12211,Pengelly,12,42,71.00,24.40,13.315,26.630,120899,01-09-1977,1977,SX1850065600,218500,65600,35.00,4.83,169,4.83,169,ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,461274,118,Atlantic salmon,Salmo salar,Age?,7,3,1,,,,11,11,1,1,0,Completed,No,No,22-12-2009 14:39:48
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,FOWEY/ST NEOT/PENGELLY/,Fowey,8416,St Neot,GB108048007640,12211,Pengelly,12,42,71.00,24.40,13.315,26.630,120909,28-11-1977,1977,SX1850065600,218500,65600,33.50,5.91,198,5.91,198,ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,461308,118,Atlantic salmon,Salmo salar,Age?,5,0,1,,,,6,6,0,1,0,Completed,No,No,23-12-2009 14:12:31
Environment Agency,England,Anglian Eastern (Norwich),Anglian,Eastern,Essex Norfolk and Suffolk,"BURE CATCHMENT/BURE/BURE (HEADWATERS)/MERMAID/MARSHAM , MERMAID'S HEAD MEADOWS/",Bure catchment,20900,Mermaid,GB105034050900,20915,"Marsham , Mermaid's Head meadows",1,44,21.00,7.72,1.304,68.738,121186,22-01-2010,2010,TG1819924607,618199,324607,100.00,1.90,190,1.90,190,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,2,462910,111,Brown / sea trout,Salmo trutta,Age?,4,2,,,,,6,6,1,1,0,Completed,No,No,11-02-2010 14:36:00
Environment Agency,England,North West North (Central),North West,North,Cumbria and Lancashire,RIVER RIBBLE/SWANSIDE BECK/SMITHIES BRIDGE (A59)/,River Ribble,5704,Swanside Beck,GB112071065530,5705,Smithies Bridge (A59),45,487,67.00,27.32,9.575,62.911,121720,18-05-2010,2010,SD7740345479,377403,445479,63.00,6.90,435,6.90,435,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,2,466191,118,Atlantic salmon,Salmo salar,1+,0,0,,,,,0,0,0,0,0,Completed,No,No,28-05-2010 09:47:03
Environment Agency,England,Thames South East (Provincial),South East,West Thames,West Thames,RIVER LODDON/LODGE FARM/,River Loddon,5001,River Loddon,GB106039017080,5103,Lodge Farm,6,7,65.00,41.91,6.858,169.844,119999,03-11-2009,2009,SU6745754589,467457,154589,101.00,6.10,616,6.10,616,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,457169,111,Brown / sea trout,Salmo trutta,Age?,185,38,10,,,,233,235,2,1,0,Completed,No,No,09-11-2009 11:32:29
Environment Agency,England,North West North (Central),North West,North,Cumbria and Lancashire,RIVER RIBBLE/RIVER DOUGLAS/RIVER YARROW/BLACK BROOK/HOGGS LANE/,River Ribble,4018,Black Brook,GB112070064951,4021,Hoggs Lane,6,7,76.00,8.99,5.471,34.956,121833,28-05-2010,2010,SD5924716287,359247,416287,71.00,5.80,412,5.80,412,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,466864,111,Brown / sea trout,Salmo trutta,Age?,104,14,8,,,,126,127,1,1,0,Completed,No,No,09-06-2010 10:51:28
Environment Agency,England,Midlands Central,Midlands,Central,Staffordshire Warwickshire and West Midlands,RIVER TRENT/RIVER DOVE/RIVER TEAN/RECTORY FARM/,RIVER TRENT,192,RIVER TEAN,GB104028052450,143,Rectory Farm,31,32,114.00,42.97,13.497,236.691,5247,24-09-1997,1997,SK0310037500,403100,337500,160.00,4.50,720,4.50,720,PDC ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,4105,111,Brown / sea trout,Salmo trutta,Age?,42,,,,,,42,,,,,Completed,No,No,24-09-2001 16:15:55
Environment Agency,England,Anglian Eastern (Kelvedon),Anglian,Eastern,Essex Norfolk and Suffolk,DEBEN CATCHMENT/TIDAL DEBEN SUB CATCHMENT/BUCKLESHAM MILL RIVER/DAIRY FARM (MILL RIVER)/,Deben Catchment,13,Bucklesham Mill River,GB105035040280,53,Dairy Farm (Mill River),3,4,5.00,22.73,5.775,12.409,4103,11-04-1995,1995,TM2500243202,625002,243202,1.00,675.00,675,675.00,675,AC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,2,1495,111,Brown / sea trout,Salmo trutta,>1+,0,0,,,,,0,0,0,0,0,Completed,No,No,20-09-2001 11:28:26
Environment Agency,England,Midlands Central,Midlands,Central,Staffordshire Warwickshire and West Midlands,"RIVER TRENT/GAYTON BROOK/MOAT FARM, GAYTON/",RIVER TRENT,183,GAYTON BROOK,GB104028053160,117,"Moat Farm, Gayton",25,26,87.00,27.30,11.755,256.816,4850,19-02-1992,1992,SJ9760028600,397600,328600,160.00,3.50,560,3.50,560,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,2,5419,111,Brown / sea trout,Salmo trutta,0+,0,0,,,,,0,0,0,0,0,Completed,No,No,24-09-2001 16:15:53
Environment Agency,England,Midlands Central,Midlands,Central,Staffordshire Warwickshire and West Midlands,"RIVER TRENT/GAYTON BROOK/MOAT FARM, GAYTON/",RIVER TRENT,183,GAYTON BROOK,GB104028053160,117,"Moat Farm, Gayton",25,26,87.00,27.30,11.755,256.816,4850,19-02-1992,1992,SJ9760028600,397600,328600,160.00,3.50,560,3.50,560,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,2,5419,111,Brown / sea trout,Salmo trutta,1+,0,0,,,,,0,0,0,0,0,Completed,No,No,24-09-2001 16:15:53
Environment Agency,England,Midlands Central,Midlands,Central,Staffordshire Warwickshire and West Midlands,"RIVER TRENT/GAYTON BROOK/MOAT FARM, GAYTON/",RIVER TRENT,183,GAYTON BROOK,GB104028053160,117,"Moat Farm, Gayton",25,26,87.00,27.30,11.755,256.816,4850,19-02-1992,1992,SJ9760028600,397600,328600,160.00,3.50,560,3.50,560,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,2,5419,111,Brown / sea trout,Salmo trutta,Age?,4,1,,,,,5,5,1,1,0,Completed,No,No,24-09-2001 16:15:53
Environment Agency,England,Midlands Central,Midlands,Central,Staffordshire Warwickshire and West Midlands,RIVER TRENT/RIVER DOVE/HENMORE BOOK/AGNES MEADOW/,RIVER TRENT,189,HENMORE BOOK,GB104028052700,163,Agnes Meadow,,,,,,,5231,13-03-1998,1998,SK2160047400,421600,347400,105.00,4.50,473,4.50,473,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,2,4089,111,Brown / sea trout,Salmo trutta,0+,0,0,,,,,0,0,0,0,0,Completed,No,No,24-09-2001 16:15:55
Environment Agency,England,Anglian Eastern (Kelvedon),Anglian,Eastern,Essex Norfolk and Suffolk,STOUR CATCHMENT/RIVER GLEM SUB CATCHMENT/RIVER GLEM/LODGE FARM FORD/,Stour Catchment,661,River Glem,GB105036040970,764,Lodge Farm Ford,9,13,48.00,48.44,11.845,55.203,13869,23-06-1997,1997,TL8090051900,580900,251900,365.00,4.60,1679,4.60,1679,AC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,2,20662,111,Brown / sea trout,Salmo trutta,1+,0,0,,,,,0,0,0,0,0,Completed,No,No,01-10-2001 12:14:56
Environment Agency,England,Midlands Central,Midlands,Central,Staffordshire Warwickshire and West Midlands,RIVER TRENT/RIVER DOVE/RIVER TEAN/RECTORY FARM/,RIVER TRENT,192,RIVER TEAN,GB104028052450,143,Rectory Farm,31,32,114.00,42.97,13.497,236.691,4907,16-06-1993,1993,SK0310037500,403100,337500,110.00,5.50,605,5.50,605,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,2,5560,111,Brown / sea trout,Salmo trutta,Age?,10,0,,,,,10,10,0,1,0,Completed,No,No,24-09-2001 16:15:54
Environment Agency,England,Midlands Central,Midlands,Central,Staffordshire Warwickshire and West Midlands,RIVER TRENT/RIVER DOVE/RIVER TEAN/RECTORY FARM/,RIVER TRENT,192,RIVER TEAN,GB104028052450,143,Rectory Farm,31,32,114.00,42.97,13.497,236.691,4907,16-06-1993,1993,SK0310037500,403100,337500,110.00,5.50,605,5.50,605,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,2,5561,154,Grayling,Thymallus thymallus,>1+,0,0,,,,,0,0,0,0,0,Completed,No,No,24-09-2001 16:15:54
Environment Agency,England,Anglian Eastern (Kelvedon),Anglian,Eastern,Essex Norfolk and Suffolk,STOUR CATCHMENT/RIVER GLEM SUB CATCHMENT/RIVER GLEM/LODGE FARM FORD/,Stour Catchment,661,River Glem,GB105036040970,764,Lodge Farm Ford,9,13,48.00,48.44,11.845,55.203,15513,21-06-2000,2000,TL8090051900,580900,251900,365.00,4.60,1679,4.60,1679,AC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,2,18464,111,Brown / sea trout,Salmo trutta,Age?,11,7,,,,,18,22,6,1,0,Completed,No,No,01-10-2001 12:15:04
Environment Agency,England,Midlands Central,Midlands,Central,Staffordshire Warwickshire and West Midlands,RIVER TRENT/RIVER DOVE/RIVER CHURNET/DENSTONE SITE 2/,RIVER TRENT,71,RIVER CHURNET,GB104028052652,260,Denstone Site 2,,,,,,,4562,14-05-1996,1996,SK1025740920,410257,340920,70.00,10.00,700,10.00,700,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,2,4741,111,Brown / sea trout,Salmo trutta,Age?,13,1,,,,,14,14,0,1,0,Completed,No,No,24-09-2001 16:15:52
Environment Agency,England,Midlands Central,Midlands,Central,Staffordshire Warwickshire and West Midlands,RIVER TRENT/RIVER DOVE/RIVER CHURNET/U/S LEEKBROOK STW/,RIVER TRENT,71,RIVER CHURNET,GB104028052770,161,U/S Leekbrook Stw,,,,,,,4739,14-07-1998,1998,SJ9790054300,397900,354300,220.00,4.00,880,4.00,880,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,2,5163,111,Brown / sea trout,Salmo trutta,>1+,0,0,,,,,0,0,0,0,0,Completed,No,No,24-09-2001 16:15:53
Environment Agency,England,North East Yorkshire,Yorkshire and North East,Yorkshire,Yorkshire,RIVER WHARFE/POOL MILL/,River Wharfe,3752,River Wharfe,GB104027064251,3764,Pool Mill,755,756,44.00,626.60,76.590,129.025,25651,19-07-2001,2001,SE2320045600,423200,445600,700.00,35.00,24500,35.00,24500,PDC ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,59211,111,Brown / sea trout,Salmo trutta,>1+,19,,,,,,19,,,,,Completed,No,No,28-03-2002 09:21:39
Environment Agency,England,North East Yorkshire,Yorkshire and North East,Yorkshire,Yorkshire,RIVER WHARFE/POOL MILL/,River Wharfe,3752,River Wharfe,GB104027064251,3764,Pool Mill,755,756,44.00,626.60,76.590,129.025,25651,19-07-2001,2001,SE2320045600,423200,445600,700.00,35.00,24500,35.00,24500,PDC ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,59208,154,Grayling,Thymallus thymallus,1+,23,,,,,,23,,,,,Completed,No,No,28-03-2002 09:21:39
Environment Agency,England,Anglian Eastern (Norwich),Anglian,Eastern,Essex Norfolk and Suffolk,GLAVEN CATCHMENT/GLAVEN/LETHERINGSETT/,Glaven catchment,7201,Glaven,GB105034055780,1622,Letheringsett,14,15,9.00,60.57,13.756,7.934,16837,18-01-1988,1988,TG0610038900,606100,338900,1.00,450.00,450,450.00,450,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,2,42537,111,Brown / sea trout,Salmo trutta,>1+,0,0,,,,,0,0,0,0,0,Completed,No,No,03-10-2001 12:19:13
Environment Agency,England,Midlands West,Midlands,West,Shropshire Herefordshire Worcestershire and Gloucestershire,RIVER SEVERN/SEVERN - DOWNSTREAM CONFL AVON/SEVERN - DOWNSTREAM CONF AVON (TRIBUTARIES)/RIVER LEADON/RUDFORD/,River Severn,3405,River Leadon,GB109054032510,3520,Rudford,,,,,,,24483,18-03-1997,1997,SO7772022470,377720,222470,100.00,3.00,300,3.00,300,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,2,57228,111,Brown / sea trout,Salmo trutta,1+,0,0,,,,,0,0,0,0,0,Completed,No,No,21-02-2002 16:03:59
Environment Agency,England,Midlands West,Midlands,West,Shropshire Herefordshire Worcestershire and Gloucestershire,RIVER SEVERN/SEVERN - DOWNSTREAM CONFL AVON/SEVERN - DOWNSTREAM CONF AVON (TRIBUTARIES)/RIVER LEADON/RUDFORD/,River Severn,3405,River Leadon,GB109054032510,3520,Rudford,,,,,,,24483,18-03-1997,1997,SO7772022470,377720,222470,100.00,3.00,300,3.00,300,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,2,57227,118,Atlantic salmon,Salmo salar,>1+,0,0,,,,,0,0,0,0,0,Completed,No,No,21-02-2002 16:03:59
Environment Agency,England,North East Yorkshire,Yorkshire and North East,Yorkshire,Yorkshire,RIVER SWALE TRIBUTARIES/COD BECK/COD BECK AT THORNTON LE BEANS/,River Swale tributaries,66576,Cod Beck,GB104027069010,15281,Cod Beck at Thornton le Beans,31,36,56.00,39.02,15.904,157.266,85405,01-06-2005,2005,SE4180091300,441800,491300,60.00,4.80,288,4.80,288,PDC ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,294923,111,Brown / sea trout,Salmo trutta,1+,0,,,,,,0,,,,,Completed,No,No,11-08-2005 10:25:55
Environment Agency,England,North West North (Central),North West,North,Cumbria and Lancashire,RIVER RIBBLE/RIVER HODDER/EASINGTON BECK/FOWLERS LAITHE/,River Ribble,4198,Easington Beck,GB112071065380,4202,Fowlers Laithe,25,25,129.00,12.79,6.356,77.337,87647,02-08-2005,2005,SD7059650301,370596,450301,50.00,3.00,150,3.00,150,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,306045,111,Brown / sea trout,Salmo trutta,1+,0,0,0,,,,0,0,0,0,0,Completed,No,No,09-11-2005 15:11:35
Environment Agency,England,North West North (Central),North West,North,Cumbria and Lancashire,RIVER RIBBLE/RIVER HODDER/EASINGTON BECK/FOWLERS LAITHE/,River Ribble,4198,Easington Beck,GB112071065380,4202,Fowlers Laithe,25,25,129.00,12.79,6.356,77.337,87647,02-08-2005,2005,SD7059650301,370596,450301,50.00,3.00,150,3.00,150,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,306044,118,Atlantic salmon,Salmo salar,Age?,6,2,0,,,,8,8,0,1,0,Completed,No,No,09-11-2005 15:11:35
Environment Agency,England,North West South,North West,South,Greater Manchester Merseyside and Cheshire,MERSEY/RIVER GOYT/RIVER SETT/SE01/,Mersey,6431,River Sett,GB112069060970,6432,SE01,11,11,227.00,6.41,4.587,92.285,84709,12-05-2005,2005,SK0515786746,405157,386746,48.10,5.15,248,5.15,248,ELECTRIC FISHING,CATCH DEPLETION SAMPLE,2,291392,111,Brown / sea trout,Salmo trutta,>1+,45,17,,,,,62,70,6,1,0,Completed,No,No,14-06-2005 13:50:04
Environment Agency,England,North East Yorkshire,Yorkshire and North East,Yorkshire,Yorkshire,RIVER DEARNE CATCHMENT/RIVER DEARNE/STAIRFOOT/,River Dearne catchment,3913,River Dearne,GB104027063171,1928,Stairfoot,67,68,34.00,126.58,25.235,107.923,152680,18-06-2018,2018,SE3723006249,437230,406249,100.00,8.00,800,8.00,800,PDC ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,676472,154,Grayling,Thymallus thymallus,0+,0,,,,,,0,,,,,Completed,No,No,26-06-2018 10:09:31
Environment Agency,England,Midlands Central,Midlands,Central,Staffordshire Warwickshire and West Midlands,RIVER TRENT/RIVER TAME/RIVER BLYTHE/U/S EASTCOTE BROOK/,RIVER TRENT,187,RIVER BLYTHE,GB104028042571,4975,U/S Eastcote Brook,47,49,88.00,115.53,28.336,272.608,83927,01-02-2005,2005,SP2168779400,421687,279400,150.00,6.00,900,6.00,900,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,286557,111,Brown / sea trout,Salmo trutta,1+,0,0,0,,,,0,0,0,0,0,Completed,No,No,03-02-2005 11:10:38
Environment Agency,England,Thames South East (Provincial),South East,West Thames,West Thames,RIVER LODDON/BLACKWATER/WHITEWATER/GREYWELL/,River Loddon,5003,Whitewater,GB106039017240,9786,Greywell,2,3,77.00,43.57,1.952,170.711,87634,02-11-2005,2005,SU7219151347,472191,151347,95.00,9.08,863,9.08,863,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,305979,111,Brown / sea trout,Salmo trutta,0+,0,0,0,,,,0,0,0,0,0,Completed,No,No,09-11-2005 12:15:34
Environment Agency,England,North East Yorkshire,Yorkshire and North East,Yorkshire,Yorkshire,RIVER AIRE CATCHMENT/RIVER AIRE/CROSSFLATTS/,River Aire catchment,4255,River Aire,GB104027063031,4243,Crossflatts,542,556,77.00,466.54,46.083,142.500,83580,13-07-2004,2004,SE0950040400,409500,440400,300.00,21.00,6300,21.00,6300,PDC ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,284879,111,Brown / sea trout,Salmo trutta,1+,0,,,,,,0,,,,,Completed,No,No,14-12-2004 10:21:28
Environment Agency,England,North East North East,Yorkshire and North East,North East,Northumbria,RIVER COQUET/RIVER ALWIN/,River Coquet,10695,River Coquet,GB103022076770,3482,River Alwin,51,52,201.00,24.70,7.839,66.708,83751,29-08-2004,2004,NT9250008300,392500,608300,30.00,6.70,201,6.70,201,ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,285738,111,Brown / sea trout,Salmo trutta,0+,51,3,0,,,,54,54,0,1,0,Completed,No,No,07-01-2005 08:02:57
Environment Agency,England,Anglian Eastern (Kelvedon),Anglian,Eastern,Essex Norfolk and Suffolk,STOUR CATCHMENT/RIVER GLEM SUB CATCHMENT/DENSTON STREAM/STANSFIELD ROAD BRIDGE/,Stour Catchment,448,Denston Stream,GB105036046400,528,Stansfield Road Bridge,6,9,61.00,30.16,9.031,58.017,84182,24-05-2004,2004,TL7850052100,578500,252100,60.00,2.00,120,2.00,120,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,2,287843,111,Brown / sea trout,Salmo trutta,>1+,0,0,,,,,0,0,0,0,0,Completed,No,No,24-02-2005 15:34:34
Environment Agency,England,South West Wessex (South - Blandford),South West,Wessex,Wessex,AVON (HAMPSHIRE)/MAIN AVON SITES/STRATFORD -SUB-CASTLE/,Avon (Hampshire),13528,Main Avon Sites,GB108043022350,13631,Stratford -Sub-Castle,,,,,,,82808,07-10-2004,2004,SU1279632935,412796,132935,0.00,0.00,0,0.00,0,PDC ELECTRIC FISHING,CATCH PUE/T SAMPLE,1,280936,111,Brown / sea trout,Salmo trutta,0+,0,,,,,,0,,,,,Completed,No,No,18-10-2004 12:40:19
Environment Agency,England,Anglian Central,Anglian,Central,Cambridgeshire and Bedfordshire,CAM CATCHMENT/CAM/U/S CAM/LITTLEBURY/,Cam Catchment,4413,U/s Cam,GB105033037590,4495,Littlebury,1,43,41.00,0.13,0.100,112.168,84246,10-03-2005,2005,TL5180039700,551800,239700,360.00,10.00,3600,10.00,3600,PDC ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,288190,111,Brown / sea trout,Salmo trutta,1+,0,,,,,,0,,,,,Completed,No,No,10-03-2005 15:25:53
